given_name,family_name,date_of_birth,place_of_birth
Henry,Tarrant,1867-10-18,Perth
Pauline,Hailey,1894-01-21,Castle Douglas
Beatrice,Scott,1869-03-04,Inverness
Melanie,Westbrook,28-12-1975,Carrickfergus
George,Lee,28-11-1922,Dumfries
Sheila,Money,04-11-1946,Dingwall
Georgiana,Biddle,1866-07-02,Clydebank
Frederick,Yates,1885-03-06,Newry
Mark,Collins,03-12-1978,Coatbridge
George,Peirson,07-10-1920,Bangor
John,Bone,27-12-1922,Port Glasgow
Joseph,Wharton,1842-02-25,Hawick
Florence,Rashbrook,1866-08-04,Cupar
Olive,Nicholls,29-05-1929,Forres
Elizabeth,Sanders,1841-03-17,Bathgate
Ernest,Moore,1877-11-10,Portsoy
George,Hammond,1855-10-11,Larne
James,Riley,1866-08-13,Kinross
Joseph,Williams,1870-08-10,Dungannon
Dennis,Mulqueen,01-12-1914,Dumfries
Valerie,Lyon,14-02-1955,Haddington
Stephen,David,25-06-1967,Belfast
Edward,Sutcliffe,1892-04-21,Langholm
George,Bolton,1859-10-30,Hamilton
Caroline,Westlake,1862-09-09,Barrhead
Gordon,Stocks,01-08-1932,Dalbeattie
Ryan,Watson,14-10-1980,St Andrews
Reginald,Dingle,1872-07-19,Omagh
Female,Cheesman,1841-10-25,Airdrie
Edward,Osborn,1872-04-20,Portadown
William,Thomas,15-12-1910,Coatbridge
Steven,Evans,08-08-1962,Bangor
Paul,Stott,24-02-1940,Paisley
Janet,Slack,19-07-1944,Kirkintilloch
Margaret,Herd,06-12-1917,Dingwall
Thomas,Evans,1882-07-12,Glasgow
Elizabeth,Thompson,1865-09-20,Castle Douglas
Nelson,Smith,01-06-1952,Dumfries
Colin,Gilham,28-11-1952,Ayr
Alfred,Manning,1878-11-11,Golspie
Margaret,Hamson,14-03-1936,Lockerbie
Muriel,Davies,25-01-1937,Thurso
Harry,Jenkinson,1855-12-23,Newton Stewart
Carole,Gorton,29-03-1967,Inverness
Kathleen,Hill,07-03-1918,Newry
Amelia,Parnell,1888-07-31,Strabane
Frank,Toole,24-03-1929,Irvine
Lilian,Beard,1875-12-10,Langholm
Winifred,Thorne,17-02-1929,St Andrews
William,Higginson,1892-09-17,Newtownards
Julia,Wright,1847-02-07,Jedburgh
Annie,Taylor,01-11-1910,Paisley
William,Humphrey,1898-04-26,Grantown-on-Spey
Edward,Leonard,1890-05-31,Campbeltown
Teresa,Cooper,14-12-1962,Airdrie
William,Divers,1875-08-06,Wick
James,Buckley,1837-12-09,Portadown
Natasha,Fuger,19-01-1975,Kirriemuir
Peter,Brooks,17-09-1952,Airdrie
Sidney,Carter,15-10-1923,Omagh
Stephen,Dempsey,09-08-1942,Langholm
Wilfred,Fletcher,1870-08-17,Portsoy
Christine,Hall,11-05-1924,Ballymoney
Sophie,Mallard,13-09-1980,Cookstown
Elizabeth,Young,1855-07-18,Castle Douglas
William,Rogers,01-03-1901,Barrhead
Ann,Scollins,17-10-1967,Ardrossan
Max,Canning,25-11-1976,Portsoy
Ann,O'shea,19-07-1942,Kirkcaldy
Ellen,Doy,1898-01-11,Forres
Ronald,Golding,24-10-1901,Grantown-on-Spey
Elizabeth,Webb,1864-11-10,Banff
Gertrude,Rowland,1890-10-30,Portadown
Abraham,Bottomley,1850-06-19,Dumfries
Julia,Sacchi,03-09-1958,Dumbarton
Edith,Schofield,12-11-1900,Lanark
Michelle,Burke,21-01-1980,Greenock
John,Breeze,1886-01-05,Barrhead
Peter,Daggers,13-06-1980,Portadown
Elizabeth,Lansley,1860-04-23,Invergordon
Bernard,Draper,13-04-1907,Jedburgh
Dora,Glover,03-09-1913,Golspie
Samuel,Riding,1839-11-05,Kirkwall
Wilfred,Jones,14-10-1906,Motherwell
Diana,Galbraith,12-10-1948,Stirling
William,Riley,1840-02-04,Newton Stewart
Elaine,Bland,10-09-1975,Forres
Henry,Meakin,16-06-1925,Dunfermline
Thomas,Millar,1859-10-02,Musselburgh
Wilfrid,Fisher,1881-12-21,Dromore
Jason,Smith,06-01-1975,Bangor
Arthur,Hart,1873-12-06,Peebles
Teresa,Bond,29-07-1977,Stornoway
Jessie,Alexander,1881-08-30,Wick
Mabel,Ringe,1891-01-09,Dalkeith
Russell,Obeney,16-01-1961,Lurgan
Trevor,Targett,1886-04-21,Castle Douglas
Albert,Winspear,20-07-1919,Greenock
Edward,Rogers,1859-09-04,Cupar
David,Mansel,1849-12-11,Peebles
William,Baker,1878-01-20,Linlithgow
Mary,Dowse,21-11-1947,Huntly
Stanley,Street,1889-05-18,Lanark
William,Toettcher,28-01-1949,Blairgowrie
Rachael,Brinkler,10-02-1948,West Calder
Frederick,Myerscough,26-11-1906,Dingwall
Margaret,Corrie,13-01-1923,Dunfermline
Charles,Hopwood,1847-03-16,Cupar
Dennis,Nelson,25-06-1926,Castle Douglas
Eliza,Buckley,1876-01-09,Jedburgh
James,Hopkins,1870-02-18,Newtownards
Clement,Fox,1898-06-11,Kirkcaldy
William,Copeland,1842-07-03,Paisley
Sarah,Atkin,26-04-1920,Enniskillen
Phebe,Hand,1881-03-26,Kelso
Alice,Francis,1892-02-08,Kirkintilloch
Isabella,Hindmarch,1873-09-05,Campbeltown
Wendy,Moore,19-03-1963,Portsoy
Susanne,Griffiths,26-06-1947,Motherwell
Henry,Humphrys,1839-01-04,Irvine
John,Green,1883-05-22,Dalbeattie
Kathleen,Dimelow,18-03-1950,Belfast
Philip,Goldstein,31-08-1979,Portadown
Mary,Walsh,1855-07-08,Irvine
Caroline,Wilson,1852-10-14,Dumfries
James,Harrald,27-07-1944,Dalry
Ethel,Fuller,1898-10-07,Grantown-on-Spey
Sophia,Watson,1852-12-15,Wishaw
Eric,Winchurch,04-06-1915,Galashiels
Frederick,Lemar,20-05-1908,Annan
Peter,Thompson,13-08-1916,Cookstown
George,Pallett,03-09-1927,Golspie
Daniel,Powell,1850-06-10,Stranraer
Edward,Cosgrove,1852-01-10,Bellshill
Edna,Mangles,16-06-1911,Banff
Timothy,Shackleford,04-03-1943,Buckie
Annie,Richards,1880-04-01,Castle Douglas
James,Nelson,21-03-1920,Coatbridge
Nicci,Hughes,22-03-1976,Londonderry
William,Banks,1861-05-26,Peebles
Maurice,Buckley,22-09-1959,Dingwall
May,Fudge,14-03-1914,Armagh
James,Mcnally,1854-07-02,Kirkintilloch
Rachel,Morse,24-08-1917,Dundee
John,Davis,1857-03-13,Barrhead
Harriet,Bickerstaff,1895-08-23,Peebles
John,Newman,1865-04-22,Linlithgow
Annie,Kent,1880-06-23,Linlithgow
Antony,Prior,12-08-1976,Inverness
Denise,Mcintyre,12-04-1955,Jedburgh
Lizzie,Avens,1871-05-26,Dunfermline
Daniel,Clifton,26-10-1907,Kilsyth
Roy,Brindley,04-09-1951,Hamilton
Richard,Simon,23-10-1943,Bellshill
Elizabeth,Yates,1896-02-07,Greenock
Jean,Calvert-neville,04-06-1948,Armagh
Beatrice,Francis,11-03-1940,Carrickfergus
Thomas,Finnighan,1888-02-26,Leven
Nicholas,Sweetman,27-03-1909,Forfar
Mary,Moore,18-06-1924,Campbeltown
Lily,Sharp,17-11-1938,Anstruther
William,Merry,1853-02-19,Nairn
Vilma,Clare,29-10-1934,Galashiels
Abbe,Coomber,25-06-1972,Lerwick
John,Ellis,16-10-1941,Grantown-on-Spey
Mary,Crompton,1866-05-27,Kirriemuir
Sarah,Winstanley,1856-11-27,Annan
Barbara,Clune,12-10-1951,Stornoway
Male,Ramsey,1845-11-23,Leven
Emma,Carlton,16-10-1975,Forfar
Horace,Southgate,1877-04-14,Londonderry
Qadeer,Hussain,20-09-1983,Dumfries
Stuart,Thompson,06-02-1919,Tillicoultry
Edward,Goodwin,1853-07-11,Carluke
Francesco,Carguis,29-05-1958,Crieff
Wayne,Carter,09-11-1965,Keith
Edwin,Pritchard,1838-03-11,Perth
John,Cattle,1850-03-09,Golspie
Thomas,Sloper,1890-11-05,Stonehaven
Hilda,Lloyds,1891-09-14,Aberdeen
April,Kitchen,12-02-1956,Belfast
Rose,Tierney,1888-10-09,Coleraine
James,Lyon,1858-09-17,Montrose
Gillian,Maddocks,04-07-1958,Fraserburgh
Ernest,Williams,18-10-1942,Galashiels
Emma,Fellows,14-05-1972,Kirkwall
Dulsybella,Townsend,1882-10-23,Glasgow
John,Taylor,05-08-1935,Annan
Nicole,Carter,02-06-1956,Elgin
Lucy,Clayton,06-06-1969,Londonderry
Linda,Burden,06-08-1961,Blairgowrie
Edith,Haywood,1889-12-30,Forres
Eliza,Budd,1880-10-26,Wick
David,Schofield,17-05-1959,Dromore
May,Huyton,02-03-1919,Linlithgow
Ann,Sykes,1885-02-04,Kirkintilloch
Jessie,Reeley,1894-02-03,Inverness
Edward,Ormrod,25-01-1905,Keith
Mabel,Durand,07-02-1922,Banff
Toni,Lloyd,06-07-1972,Banbridge
Renee,Pilbeam,05-01-1930,Kirkwall
George,Harvey,03-12-1900,Londonderry
Florence,Clark,1890-03-31,Montrose
George,Hardcastle,1887-01-20,Brechin
Sarah,Alty,27-06-1908,Leven
John,Lucas,04-02-1932,Kirkcaldy
Reginald,Taylor,01-08-1914,Peebles
Stewart,Read,25-02-1907,Ardrossan
Lisa,Roache,05-05-1971,Lanark
Violet,Hurrell,1881-03-27,Thurso
Kenneth,Buckley,17-11-1935,Crieff
Ada,Taylor,1889-01-14,Musselburgh
Edna,Hutton,21-12-1920,Belfast
Walter,Cornell,23-03-1919,Hamilton
Ann,Foley,1887-05-29,Nairn
Daphne,Cory,09-05-1917,Perth
Nellie,Oliver,1879-09-16,Aberdeen
William,Skipsey,1857-08-24,Golspie
Fred,Hydes,13-04-1918,Stranraer
Michael,Priestley,15-11-1966,Clydebank
Carole,Sawyer,15-11-1945,Bridge of Allan
Hilda,Phillips,1892-07-29,Lisburn
Florence,Day,1883-01-18,Crieff
Frederick,Radford,1852-12-05,Kelso
Elizabeth,Bottel,1884-01-16,Stirling
Patricia,Roberts,29-10-1945,Falkirk
George,Rawlings,12-05-1920,Castle Douglas
Lucia,Thompson,01-12-1941,Annan
Margaret,Heggie,11-03-1910,Kirkwall
Francis,Hampson,18-02-1912,Nairn
Eva,Lakelin,1895-09-04,Grantown-on-Spey
Alice,Rathbone,1898-06-16,Lisburn
Benjamin,Gill,1876-02-24,Cookstown
Janet,Bailey,1882-01-29,Castle Douglas
Maud,Charman,1895-05-31,Belfast
Thomas,Adkins,1860-03-26,Stonehaven
John,Harries,1898-10-23,St Andrews
Alan,Whatmough,14-11-1905,Dalkeith
David,Bird,03-06-1963,Annan
John,Bowen,25-02-1903,Keith
Leonard,Norris,31-03-1916,Carrickfergus
Anna,Davis,1844-05-17,Larne
Amelia,Jackson,1855-03-29,Keith
James,Sime,23-04-1963,Annan
Blanche,Spink,09-05-1902,Elgin
Mark,Morrison,08-05-1963,Helensburgh
Timothy,Havard,27-05-1954,Leven
Minnie,Way-burt,1894-05-30,Portadown
Maureen,Grady,09-12-1945,Dalbeattie
Doris,Sutton,19-11-1927,St Andrews
Elizabeth,Bennett,19-08-1926,Enniskillen
John,Marsh,13-06-1942,Dalbeattie
Frederick,Edwards,1894-04-23,Lockerbie
Kelly,Parnell,08-06-1978,Strabane
Grace,Judd,02-08-1908,Bellshill
Doreen,Clough,28-04-1948,Carrickfergus
Jane,Lewis,1886-11-27,Helensburgh
Joseph,Bird,1873-10-13,Cookstown
Leona,Clements,23-07-1945,Ballymoney
Sarah,Woolhead,19-05-1962,Dumfries
Walter,Kelly,1871-01-22,Lurgan
Frederick,Kinsley,1871-07-29,Barrhead
Lewis,Lambert,1897-08-07,Montrose
Dora,Jerrard,16-08-1901,Nairn
Kevan,Baskeyfield,05-06-1944,Lockerbie
Maureen,Leek,18-08-1935,Coatbridge
Harry,Roberts,1895-06-03,Omagh
Magdalene,Langford,01-09-1900,Coleraine
Christiana,Dent,1890-10-15,Portadown
Heather,Poulton,30-05-1939,Falkirk
Rocco,Loscalzo,10-09-1966,Alloa
Louisa,Finch,1870-05-17,Lerwick
Ruth,Jones,1879-09-01,Wishaw
Hannah,Whipp,1843-12-24,Aberdeen
Adesubomi,Fowokan,11-06-1966,Lockerbie
Vincent,Hughes,29-01-1922,Motherwell
Amelia,Mills,12-01-1927,Dalry
Dennis,Bicknell,16-06-1963,Wick
Thomas,Steel,1888-11-30,Keith
Hilary,Abbott,29-05-1974,Aberdeen
Mary,Thompson,03-12-1907,Kilmarnock
Andrew,Mawdsley,13-03-1966,Kirkintilloch
Sydney,Walters,09-12-1908,Crieff
Mildred,Wallis,01-02-1901,Campbeltown
Clifford,Brain,30-06-1948,Haddington
Maria,Williams,07-12-1904,Enniskillen
Kenneth,Fielding,24-11-1944,Linlithgow
Winifred,Phythian,1898-09-23,Dundee
George,Savage,03-09-1913,Dingwall
Maud,Oswin,1882-05-22,Brechin
Kathleen,Mann,04-12-1907,Perth
Shelley,Davies,02-02-1964,Bathgate
William,Jones,10-12-1903,Helensburgh
Tom,Atkins,1841-02-12,Aberdeen
Robert,Waterman,1870-06-20,West Calder
Eliza,Underhill,1846-12-17,Hamilton
Evan,Fryer,04-09-1923,Kirkcaldy
Charles,Barrett,1898-08-15,Oban
Margery,Fletcher,26-05-1932,Dalbeattie
Maxine,Fox,22-03-1961,Keith
Ada,Ashdown,08-06-1906,Musselburgh
Martha,Christmas,1837-11-07,Tillicoultry
William,Harvey,1868-03-02,Lanark
Daisy,Hembury,30-11-1903,Dufftown
Elizabeth,Dyer,1897-11-13,Thurso
Roger,Clark,27-02-1944,Anstruther
Fred,Woodward,1879-07-28,Bangor
Louisa,Paine,1868-02-14,Carluke
Rose,Willis,1896-05-03,Kinross
Alice,Ideson,06-09-1904,Lurgan
Joanne,Sellens,04-03-1967,Paisley
John,Ryder,1867-10-14,Kirkcaldy
Philip,Heath,08-12-1966,Barrhead
Eric,Dance,18-03-1944,Falkirk
Melinda,Parrott,30-04-1905,Lisburn
Jane,Aldhous,1839-08-03,Dundee
Joyce,Rowland,11-09-1932,Crieff
William,Woolass,1858-06-14,Jedburgh
Maurice,Westwood,22-02-1903,Linlithgow
George,Dodds,1881-10-03,Fraserburgh
Robert,Sula,17-09-1955,Ayr
Peter,Moss,19-07-1934,Bangor
Sara,Hadlow,27-07-1966,Selkirk
Zeena,Pereira,09-12-1966,Lockerbie
Ruth,Murray,20-04-1968,Motherwell
Florence,Rowe,1878-02-02,Alloa
Robert,Pickrell,1843-06-12,Nairn
May,Moorhouse,28-03-1909,Selkirk
Leonard,Kahler,06-01-1942,Golspie
Henry,Dedman,11-01-1931,Dumfries
Joanne,Pinson,01-12-1968,Ballymoney
Robert,Grant,17-09-1939,West Calder
Fanny,Button,1847-07-22,Kirkintilloch
Paul,Arnold,01-09-1966,Nairn
Margaret,Carty,17-05-1961,Ballymoney
John,Pateman,1894-02-06,Stirling
James,Nightingale,08-11-1913,Huntly
Ernest,Scott,16-09-1931,Invergordon
Joseph,Lloyd,1891-11-10,Barrhead
Thomas,Heather,10-07-1904,Rothesay
Gwendoline,Caville,25-10-1907,Montrose
Annie,Williams,06-12-1915,Dufftown
Mary,Clarke,1840-10-11,Bangor
Pauline,Plumb,26-06-1952,Aberdeen
Robina,Gillett,11-07-1945,Peebles
Donald,Box,15-01-1939,Airdrie
Annie,Lowe,1869-12-07,Kirkcaldy
Wendy,Boyland,06-12-1961,Armagh
Gareth,Bowles,24-01-1980,Stonehaven
Nora,Norton,1890-09-29,Peterhead
Elsie,Such,06-07-1903,Greenock
Glenis,Elsdon,01-12-1921,Kelso
Alice,Walker,1880-07-20,Strabane
Mary,Mayor,1877-10-13,Stirling
Henry,Greenwood,1863-10-21,Coatbridge
Elizabeth,Samuels,23-03-1913,Paisley
David,Mack,05-04-1936,Edinburgh
Karen,Edwards,01-08-1962,Castle Douglas
Evelyn,Berning,20-05-1943,Kelso
Lisa,Talbot,10-05-1968,Fraserburgh
Frederick,Sargent,1888-12-12,Huntly
Percy,Russell,1870-08-01,Linlithgow
John,Ellis,1896-10-11,Bellshill
Stanley,Harker,09-11-1902,Portsoy
Alice,Corbridge,1865-11-22,Banbridge
Violet,Thacker,1887-01-19,Glasgow
Martha,Dawson,1846-05-19,Haddington
John,Murphy,16-11-1906,Kilsyth
Alfred,Masters,03-11-1952,Lockerbie
John,Wilson,1875-12-20,Lisburn
Julia,Doney,07-07-1964,Castle Douglas
Sofina,Begum,23-05-1980,Newton Stewart
Thomas,Morrow,12-04-1971,Cupar
Derek,Bouillaney,18-07-1923,Newry
Margaret,Dixon,26-01-1941,Brechin
Sarah,Welding,10-09-1970,Cupar
Nigel,Harris,06-10-1964,Stranraer
David,Rigby,05-10-1975,Armagh
John,Teal,1861-10-01,Galashiels
Lydia,Tonge,1881-05-18,Stirling
Christopher,Leeson,1864-03-21,Banff
Clara,Birtwell,1889-01-29,Helensburgh
William,Ratheram,1876-12-27,Campbeltown
Jane,Stephens,1856-09-09,Bellshill
Sarah,Joynes,1882-09-01,Kelso
William,Waddington,21-01-1913,Lerwick
Frederick,Bellinger,1893-06-22,Airdrie
Fanny,Phillips,1854-12-23,Stranraer
Mabel,Kidd,25-08-1912,Dunfermline
Caroline,Percival,1843-08-18,Kirriemuir
Steven,White,09-05-1976,Perth
Aaron,Holding,1852-06-11,Omagh
Una,Lockyer,06-10-1935,Bangor
Rebecca,Mason,1862-05-06,Ballymoney
Patricia,Russell,14-02-1936,Forfar
Emma,Rose,1878-06-10,Huntly
Anthony,Racine,04-03-1961,Barrhead
Margaret,Bicket,1884-03-17,Banbridge
Violet,Caswell,27-12-1913,Dalbeattie
Edith,Redhead,1894-06-30,Hamilton
Matilda,Linsdell,1892-11-14,Fraserburgh
George,Moffat,1873-07-23,Grantown-on-Spey
Alan,Newman,26-08-1952,Selkirk
Laura,Jerome,05-09-1970,Peebles
Adrian,Williams,24-03-1959,Bangor
Latina,Casson,1875-04-30,Dundee
Janette,Hinkins,27-08-1951,Newry
Horace,Lawton,06-07-1902,Kirkcaldy
John,Wilson,1859-05-09,Ardrossan
George,Austin,1885-12-15,Kirkintilloch
Claire,Lambert,07-05-1975,Huntly
Annie,Knutton,1897-07-17,Greenock
John,Stevens,29-04-1922,Elgin
John,Davey,1882-04-24,Ballymoney
Nia,Davies,04-02-1980,Barrhead
Joseph,Walls,1842-02-05,Glasgow
John,Watson,1888-09-05,Buckie
Denise,Utton,25-06-1946,Dalkeith
Michael,Browning,26-08-1947,Barrhead
Graham,Lane,25-05-1963,Newton Stewart
William,Browning,1868-03-20,Cookstown
James,Nicholson,01-06-1919,Aberdeen
Vicki,Gibbons,17-05-1975,Rothesay
Valetta,Hitchens,18-09-1902,Dalkeith
Mary,Rowlands,1897-07-30,Ardrossan
Shirley,Morris,29-12-1932,Montrose
William,Burcham,1840-02-22,Kirkintilloch
Huw,Hadden,30-06-1981,Ballymoney
Elizabeth,Gregory,1852-05-12,Montrose
Emile,Howarth,1899-10-28,Kirriemuir
Jane,Droghan,28-01-1910,Enniskillen
Alfred,Rudge,1870-06-04,Portsoy
Susan,Ellis,05-11-1951,Carrickfergus
Martha,Beech,1858-05-09,Cupar
Edith,Pease,1867-10-15,Hawick
Dorina,Facchini,28-12-1931,Forfar
Anne,Jameson,03-08-1958,Edinburgh
Sarah,Ferrabee,1849-10-06,Musselburgh
Elizabeth,Clithero,1840-06-19,Bridge of Allan
Bertha,Edwards,1886-02-15,Omagh
Martin,Stafford,26-01-1908,Alloa
Lily,Birchall,09-02-1902,Armagh
Mary,Welsh,1868-08-20,Dromore
David,Richardson,14-11-1955,Thurso
Arcangelo,Papa,1896-07-01,Barrhead
John,Bull,20-09-1942,Oban
Hilda,Draper,1899-10-24,Clydebank
Harry,Byram,14-07-1900,Milngavie
George,Kiolehan,1873-11-16,Nairn
Henry,Burford,1883-01-14,Blairgowrie
Patrick,Mcdermott,16-06-1957,Portsoy
Esther,Krackle,1853-03-02,Arbroath
Morten,Joslin,1865-09-13,Oban
Michael,Mercado,13-04-1962,Ardrossan
Eliza,Easton,1859-06-20,Motherwell
David,Carnwell,11-02-1960,Dungannon
Joseph,Sanderson,29-01-1913,Londonderry
Violet,Wright,20-11-1906,Stirling
Rebecca,Patch,13-01-1976,Banbridge
Ryan,Yuill,16-10-1974,Omagh
Samuel,Kent,1841-12-17,Ayr
Dennis,Barnes,26-07-1918,Wick
Roger,West,19-09-1964,Kinross
John,Garfitt,1838-01-23,Bangor
Matthew,Garner,20-02-1974,Newton Stewart
Alice,Flynn,21-11-1912,Perth
Amelia,Betts,22-04-1901,Lanark
John,Richards,1871-07-26,Coleraine
Louise,Garner,02-04-1966,Langholm
Owen,Jones,1887-06-22,Hamilton
Malachi,Nolan,1861-07-13,Omagh
Alice,Crosby,1892-10-11,Invergordon
Hilda,Edge,03-11-1919,Hawick
William,Lippiatt,22-09-1902,Galashiels
Elizabeth,Minors,26-07-1950,Dungannon
Rebecca,Simmonds,02-05-1972,Keith
Lydia,Alexander,02-07-1976,Larne
Edward,Hildreth,27-06-1937,Tillicoultry
Robert,Wilkinson,1860-08-14,Carrickfergus
Mary,Hill,27-07-1911,Fraserburgh
Alan,Yates,09-09-1937,Dingwall
Ann,Davis,14-10-1900,Banbridge
Deborah,Iles,15-04-1967,Kirkwall
Thomas,Allen,1871-08-29,Langholm
Joseph,Pope,1852-04-16,Invergordon
Annie,James,1888-09-08,Elgin
John,North,05-11-1943,Greenock
Ajizur,Ammed,11-07-1981,Cookstown
Garbutt,Morley,1876-02-06,Annan
Alfred,Shelley,1858-10-14,Dumfries
Joseph,Batcheldee,1870-12-08,Greenock
Samuel,Dickinson,1840-06-01,Bathgate
Frederick,Cross,19-02-1923,Barrhead
Yvonne,Burgess,23-11-1948,Aberdeen
Bertha,Earl,1885-10-24,Haddington
Alice,Foote,1884-06-25,Kirkcaldy
Florence,Stroud,1887-10-16,Dalkeith
Sarah,Preece,1842-05-12,Dalbeattie
Percy,Mitchell,06-08-1904,Milngavie
William,Burdon,1865-02-15,Cookstown
David,Rhodes,12-05-1959,Dunfermline
Phillip,Metcalfe,24-08-1952,Carrickfergus
William,Parr,1889-10-05,Campbeltown
Edith,Morton,08-04-1932,Edinburgh
Hazel,Clark,01-07-1959,Banff
Dawn,Rainton,06-06-1965,Kirkwall
George,West,20-06-1900,Edinburgh
James,Ward,08-01-1912,Milngavie
Alice,Farquhar,1878-12-14,Carrickfergus
Alan,Pattison,09-12-1950,Lisburn
Maria,Hymers,1838-11-06,Banff
Thomas,Edwards,1849-12-22,Haddington
James,Hutchinson,01-11-1915,Keith
John,Waterhouse,1849-06-01,Langholm
Mary,Denison,14-05-1912,Annan
Margaret,Rawlings,05-06-1900,Rothesay
Elizabeth,Tench,18-04-1971,Irvine
William,Cole,1838-05-14,Dalry
Rawlinson,Crossland,1875-09-15,Ballymoney
Edwin,Lloyd,10-10-1905,Lurgan
Walter,King,1895-03-23,Leven
Violet,Lardner,1899-11-01,Lockerbie
Kerry,Wilson,31-03-1972,Alloa
Florence,Humphreys,1898-08-24,Rothesay
Sidney,Walledge,11-01-1937,Kirkwall
Albert,Erridge,12-09-1900,Paisley
Margaret,French,02-05-1947,Falkirk
William,Clarke,1841-01-09,Keith
Sarah,Clarke,11-11-1901,Arbroath
William,Parker,1867-09-04,Kirkwall
William,Nicholson,11-05-1909,Leven
Eileen,Grimmer,01-07-1921,Jedburgh
Male,Ebling,1895-02-28,Grantown-on-Spey
Rose,Merry,1862-12-22,Wishaw
Sarah,Haywood,1838-05-31,Dingwall
Elizabeth,Austin,1863-08-29,Dufftown
Hazel,Collen,29-07-1935,Kirkwall
Emma,Farr,1853-05-04,Bathgate
Robin,Dutta,10-09-1979,Motherwell
Stanley,Bennett,19-05-1935,Kirkintilloch
Ellaline,Batsford,31-10-1916,Banff
James,Costigan,19-08-1903,Lockerbie
Linda,Battishill,30-12-1961,Keith
Annie,Mathews,1899-05-14,Lanark
Thomas,Speakman,1865-12-17,Bridge of Allan
Elecia,Baxter,1846-06-03,Peterhead
George,Huntington,1872-02-17,West Calder
Olive,Budden,23-12-1925,Forres
Margaret,Challoner,23-02-1930,Kirkwall
Thomas,Visick,08-03-1911,Nairn
David,Howard,03-09-1943,Cupar
Karl,Moore,24-04-1975,Downpatrick
Alice,Comber,1872-11-29,Oban
Ruth,Raybone,1843-10-29,Stranraer
Peter,Nielsen,26-09-1952,Elgin
Alice,Lomas,1880-06-19,Galashiels
Frank,Mellor,1892-05-01,Coatbridge
William,Dawes,1865-06-04,Nairn
Harold,Monk,1893-12-15,Dungannon
Albert,Hilken,10-04-1923,Lerwick
Annie,Vincent,1894-02-23,Lanark
Hywel,Williams,11-07-1968,Inverness
William,Bass,19-12-1937,Dufftown
William,Smith,1857-02-04,Lisburn
Alice,Barker,1899-12-24,Ballymoney
Lydia,Cook,1887-05-24,Dufftown
David,Martin,10-02-1968,Wick
Florence,Robinson,27-04-1916,Newtownards
Sidney,Andrews,1897-08-02,Wishaw
Frederick,Hotchkiss,1870-03-07,Anstruther
Maxine,Grant,13-12-1956,Crieff
Sarah,Burton,1872-08-17,Hamilton
Katherine,Rodif,07-04-1977,Ayr
Charles,Parkin,1893-02-02,Linlithgow
Agwein,Parkinson,13-01-1981,Greenock
Thomas,Hunter,06-03-1908,Banff
Nona,Dawe,05-04-1912,Kirriemuir
John,Brody,02-07-1959,Blairgowrie
John,Archer,28-04-1938,Wick
Alice,Hateley,1859-09-23,Annan
William,Horler,1880-08-04,Dundee
Peter,Lloyd-jones,14-01-1980,St Andrews
Ann,Flood,16-11-1940,Bangor
Edwin,Ainley,21-03-1946,Blairgowrie
Frank,Stanley,04-08-1902,Clydebank
Ann,Liddiatt,1872-10-09,Grantown-on-Spey
Sarah,Adcock,1868-11-14,Banff
Thomas,Bostock,1843-05-18,Aberdeen
William,Schartan,24-10-1910,Crieff
Valerie,Cooke,23-03-1952,Stornoway
Winifred,Harrison,13-04-1911,Edinburgh
Walter,Allen,1894-05-09,Dungannon
Female,Whitham,1862-08-19,Forres
Doris,Smith,24-07-1925,Bangor
Scott,Mason,13-05-1973,Annan
Jason,Evans,17-01-1971,Tillicoultry
Anne,Robinson,02-06-1966,Grantown-on-Spey
Sidney,Petty,10-08-1908,Cupar
Thomas,Hockley,1892-07-16,Newry
Lisa,Mernor,09-03-1976,Kirkcaldy
Sheila,Rose,02-12-1947,Wick
Jean,Bell,20-09-1933,Dumfries
Alice,Campbell,1854-06-04,Kilmarnock
Charlotte,Gray,04-03-1979,Campbeltown
Mark,Hepworth,24-10-1982,Banbridge
Henrietta,Readwin,1872-11-20,Peterhead
Betty,Rogers,30-07-1928,Buckie
Denise,Lewis,17-02-1969,Langholm
Percy,Shaw,16-03-1907,Golspie
Herbert,Bowring,1882-11-06,Carrickfergus
John,Joseph,17-12-1945,Kirkwall
Stephanie,Crowe,08-03-1958,Annan
Null,Munawar,21-02-1968,Elgin
Eric,Clarkson,06-05-1949,Belfast
Harry,Gibbs,1858-10-27,Peterhead
Thomas,Napper,28-01-1904,Larne
Female,Livesey,1864-12-27,Oban
Ena,Heasman,03-08-1906,Buckie
Tom,Lester,03-09-1928,Coleraine
Noel,Hilton,11-11-1920,Edinburgh
Richard,Moscrop,1888-12-24,Invergordon
Robert,Welch,1867-05-17,Huntly
Michael,Hill,03-01-1981,Kilmarnock
Matthew,Sheehan,09-10-1962,Coatbridge
Edith,Bradbury,30-03-1901,Hamilton
Edwin,Hamblin,1860-01-13,Nairn
John,Williams,1872-08-09,Carluke
Nicholas,Jordan,28-12-1963,Stonehaven
Alfred,Wilson,1866-02-26,Elgin
Frederick,Long,1855-06-08,Armagh
Harry,Rockliffe,08-05-1920,Lurgan
Ida,Grubb,1897-06-15,Grantown-on-Spey
Joyce,Link,23-06-1924,Lockerbie
Abraham,Metnick,1858-06-02,West Calder
